,Video title,Comments
9286,What is a lambda function (python)? #shorts,"Yeah... I also came across lambda functions manier times while practicing some projects 🙌 
Shorts are working better because it quickly helps to understand the concept 🤘"
9287,What is a lambda function (python)? #shorts,Brilliant idea to make short vids like these. And yes I have come to rely on lambda functions more recently after watching your project on data science salary estimates. They keep the code compact and clean.
9288,What is a lambda function (python)? #shorts,"Honestly, they're black magic! #witchcraft I tell you"
9289,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),I noticed the books that you had on your desk.  What are your thoughts on Mathletics and Thinking in Bets? I can also wait for a video book review. I don't mind using your affiliate links. 😉
9290,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),Can you review my Portfolio? I have only 2 projects. https://www.youtube.com/user/rodfloripa10
9291,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"I wanted to make a data science portofolio, can you give me project 
ideas on how to approach it? I am not getting ideas as to how to go 
about making an end to end machine learning project."
9292,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),hey! I sent you an email requesting to have my resume reviewed. thanks
9293,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),Great video Ken! I like how you focused on the findings and not just the model! It's something that people don't talk about but we need to give it more focus! Keep up the great work!
9294,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"good review! I think this shows once again that documentation is really crucial. In the end it does not matter how many incredible projects someone made, if they can't showcase and explain them clearly, even if this sounds harsh. This really motivates me to improve my own resume, I'm working on it but because I'm from Germany I actually have to translate my homepage so that I can send it out to international recruiters if needed, and that takes up some time as well :D
I think your advice really is valuable even to people outside the US, even though of course the formalities may differ, f.e. in Europe it is much more common (or even expected) to include a personal photo on the resume, but I think that the essence of interviews and what recruiters look for is generally the same across the countries, especially for larger companies like FANG etc. I think the interview process does not differ much. For smaller companies though there can of course be differences."
9295,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"Question- Is django used in the field of data science, if yes have you used it in any projects?"
9296,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"Hi Ken,
I love your videos, they've been incredibly helpful. I'm an economics major with an actuarial science minor and am teaching myself Python and SQL through DataCamp right now (I already have a fair amount of experience with R). I am also doing a data science internship this summer. I know this may make it seem like I am pretty set but I am also graduating this fall and am pretty scared about my job prospects. Do you have any advice for more I could be doing to try to get into the field?"
9297,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"Great Video !!!!!!!
Question :- I watched andrew ng machine learning course on coursera but he taught everything on Octave . I know basic things about machine learning but nothing about phython . Could you recommend me a course just for python for machine learning"
9298,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"This is really helpful, Ken! Please do more of these!"
9299,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"Hey Ken, I appreciate that you put a small summary in the description!"
9300,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),This is supper awesome. Keep going brother. I will keep following you. Cool content.
9301,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),My first time on this Series and I think I will love it.
9302,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"Hello, Ken. Regarding the applicability of your advices outside the US, I can speak about Brazil (my home country) and France (the country I currently live). Basically, everything you said so far applies equally to both places, specially regarding the number of pages in the CV. I've been working with engineering for some time now, and in Brazil I see a certain tendency of giving more importance to soft skills than to technical skills, at least in my area. The idea is that you can teach somebody how to program, for example, but it's really hard to teach someone how to have be a good team player. Watching youtube videos about data science I have the impression that on the US the job interviews focus a lot on asking technical questions, but I'm not sure if it's the same through all types of jobs."
9303,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),Thanks for the useful  recommendations Ken!I am looking to buy a new laptop for my msc in data science.I have my current for 6 years and it isn't in good condition. Do you have any recommendations or some specs that I should focus on?
9304,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),Hi Ken. Good review. Can you help us know what are the books available online on data science? I learn better when I read.
9305,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),"Which language according to you is more beneficial to learn for Data Science,Ken. R or Python? Currently I'm taking Data Science using R. So, should I focus on Python as well? And can you please suggest some good courses? Thank You."
9306,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),Great video! Helps me with my own projects. Can you make a video on connecting your own data.
9307,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),Thanks Ken for another quality video! Great insights from the recruiter's point of view 😃
